DEPARTMENT | OVERDUE
SWM Solid Waste Management | -19.38
NS Neighborhood Services | -178.38
PWE Public Works Engineering | -39.93
NS Neighborhood Services | -28.38
SWM Solid Waste Management | -12.38
PWE Public Works Engineering | -10.66
SWM Solid Waste Management | -8.39
PWE Public Works Engineering | -1.64
PWE Public Works Engineering | -28.39
PWE Public Works Engineering | -58.39
NS Neighborhood Services | -178.39
PR Parks and Recreation | -178.39
SWM Solid Waste Management | -7.39
PWE Public Works Engineering | -12.39
PWE Public Works Engineering | -12.96
NS Neighborhood Services | -178.39
NS Neighborhood Services | -178.39
PWE Public Works Engineering | -0.89
PR Parks and Recreation | -12.39
PWE Public Works Engineering | -1.88
PM Parking Management | -13.39
SWM Solid Waste Management | -2.92
SWM Solid Waste Management | -18.39
PWE Public Works Engineering | -13.97
PWE Public Works Engineering | -0.10
SWM Solid Waste Management | -5.39
SWM Solid Waste Management | -8.39
SWM Solid Waste Management | -9.11
PWE Public Works Engineering | -18.40
NS Neighborhood Services | -178.40
PWE Public Works Engineering | -33.40
PWE Public Works Engineering | -39.95
PWE Public Works Engineering | -28.40
PWE Public Works Engineering | -8.40
PWE Public Works Engineering | -8.40
PWE Public Works Engineering | -19.81
SWM Solid Waste Management | -2.84
PWE Public Works Engineering | -38.98
PR Parks and Recreation | -178.40
SWM Solid Waste Management | -8.88
PWE Public Works Engineering | -12.40
SWM Solid Waste Management | -9.11
SWM Solid Waste Management | -8.40
PWE Public Works Engineering | -2.92
PWE Public Works Engineering | -0.64
PR Parks and Recreation | -179.99
PWE Public Works Engineering | -2.97
PWE Public Works Engineering | -6.83
PWE Public Works Engineering | -28.41
SWM Solid Waste Management | -2.94
PWE Public Works Engineering | -58.41
PWE Public Works Engineering | -33.41
SWM Solid Waste Management | -28.41
PWE Public Works Engineering | -0.96
SWM Solid Waste Management | -2.94
PWE Public Works Engineering | -6.50
SWM Solid Waste Management | -8.90
PWE Public Works Engineering | -8.41
SWM Solid Waste Management | -8.41
PM Parking Management | -13.41
PWE Public Works Engineering | -6.32
SWM Solid Waste Management | -5.93
PWE Public Works Engineering | -14.89
PWE Public Works Engineering | -2.75
PWE Public Works Engineering | -38.42
PWE Public Works Engineering | -33.42
PWE Public Works Engineering | -6.95
PWE Public Works Engineering | -6.01
SWM Solid Waste Management | -28.42
SWM Solid Waste Management | -2.95
NS Neighborhood Services | -178.42
SWM Solid Waste Management | -8.42
PWE Public Works Engineering | -2.16
PWE Public Works Engineering | -0.90
NS Neighborhood Services | -178.42
NS Neighborhood Services | -178.42
PR Parks and Recreation | -178.42
NS Neighborhood Services | -28.42
NS Neighborhood Services | -178.43
NS Neighborhood Services | -178.43
NS Neighborhood Services | -178.43
SWM Solid Waste Management | -2.96
SWM Solid Waste Management | -2.96
SWM Solid Waste Management | -9.14
SWM Solid Waste Management | -7.43
SWM Solid Waste Management | -8.43
PWE Public Works Engineering | -0.66
NS Neighborhood Services | -178.43
PWE Public Works Engineering | -14.93
SWM Solid Waste Management | -5.43
PWE Public Works Engineering | 0.59
NS Neighborhood Services | -178.43
PR Parks and Recreation | -178.43
SWM Solid Waste Management | -28.43
PWE Public Works Engineering | -12.43
PWE Public Works Engineering | -34.90
SWM Solid Waste Management | -7.43
SWM Solid Waste Management | -4.43
SWM Solid Waste Management | -5.43
PWE Public Works Engineering | -6.93
PWE Public Works Engineering | -34.90
PWE Public Works Engineering | -6.32
PWE Public Works Engineering | -12.44
SWM Solid Waste Management | -8.93
PWE Public Works Engineering | -8.44
PM Parking Management | -12.44
SWM Solid Waste Management | -12.44
SWM Solid Waste Management | -7.44
SWM Solid Waste Management | -9.15
PWE Public Works Engineering | -14.89
SWM Solid Waste Management | -18.44
SWM Solid Waste Management | -28.85
NS Neighborhood Services | -178.44
PWE Public Works Engineering | -5.71
SWM Solid Waste Management | -2.97
PWE Public Works Engineering | -19.44
PWE Public Works Engineering | -14.97
PWE Public Works Engineering | -12.44
NS Neighborhood Services | -178.44
NS Neighborhood Services | -178.44
SWM Solid Waste Management | -2.98
SWM Solid Waste Management | -12.45
SWM Solid Waste Management | -4.92
NS Neighborhood Services | -178.45
PWE Public Works Engineering | -12.45
NS Neighborhood Services | -178.45
SWM Solid Waste Management | -4.45
NS Neighborhood Services | -178.45
PWE Public Works Engineering | -8.45
NS Neighborhood Services | -178.45
PR Parks and Recreation | -178.45
PWE Public Works Engineering | -6.88
SWM Solid Waste Management | -2.98
NS Neighborhood Services | -178.45
PWE Public Works Engineering | -12.86
PWE Public Works Engineering | -1.03
PWE Public Works Engineering | -33.45
SWM Solid Waste Management | -28.45
PR Parks and Recreation | -12.45
PM Parking Management | -13.46
PM Parking Management | -13.46
NS Neighborhood Services | -178.46
PWE Public Works Engineering | -6.45
PWE Public Works Engineering | -13.99
PWE Public Works Engineering | -0.07
SWM Solid Waste Management | -12.46
PWE Public Works Engineering | -8.46
SWM Solid Waste Management | -5.46
PWE Public Works Engineering | -1.07
PWE Public Works Engineering | -39.93
NS Neighborhood Services | -178.46
NS Neighborhood Services | -178.46
SWM Solid Waste Management | -4.46
PM Parking Management | -13.47
PWE Public Works Engineering | -29.93
SWM Solid Waste Management | -5.47
PM Parking Management | -13.47
SWM Solid Waste Management | -7.00
SWM Solid Waste Management | -6.18
HLT Health | -59.99
Finance | -88.47
PWE Public Works Engineering | -8.47
SWM Solid Waste Management | -8.47
SWM Solid Waste Management | -2.47
PR Parks and Recreation | -178.47
PWE Public Works Engineering | -12.47
PWE Public Works Engineering | -9.90
HLT Health | -58.47
PWE Public Works Engineering | -0.91
SWM Solid Waste Management | -5.47
HLT Health | -58.48
PWE Public Works Engineering | -0.99
PWE Public Works Engineering | -28.48
PWE Public Works Engineering | -2.88
PWE Public Works Engineering | -7.00
PWE Public Works Engineering | -12.48
PWE Public Works Engineering | -19.15
SWM Solid Waste Management | -5.48
SWM Solid Waste Management | -8.48
NS Neighborhood Services | -178.48
PR Parks and Recreation | -178.48
PWE Public Works Engineering | -8.48
NS Neighborhood Services | -178.49
PWE Public Works Engineering | -38.49
PR Parks and Recreation | -178.49
NS Neighborhood Services | -178.49
SWM Solid Waste Management | -7.49
SWM Solid Waste Management | -2.49
PWE Public Works Engineering | -2.82
SWM Solid Waste Management | -28.49
NS Neighborhood Services | -178.49
SWM Solid Waste Management | -7.50
PWE Public Works Engineering | -2.93
PWE Public Works Engineering | -9.99
PWE Public Works Engineering | -1.00
SWM Solid Waste Management | -7.50
SWM Solid Waste Management | -8.50
PWE Public Works Engineering | -19.91
PWE Public Works Engineering | -0.26
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -12.50
PWE Public Works Engineering | -13.97
PWE Public Works Engineering | -12.50
PWE Public Works Engineering | -19.67
SWM Solid Waste Management | -7.50
PWE Public Works Engineering | -5.77
PWE Public Works Engineering | -19.50
PWE Public Works Engineering | -6.27
PWE Public Works Engineering | -29.99
PWE Public Works Engineering | -0.06
PWE Public Works Engineering | -14.24
PWE Public Works Engineering | -13.20
PWE Public Works Engineering | -13.19
SWM Solid Waste Management | -7.51
SWM Solid Waste Management | -7.51
SWM Solid Waste Management | -5.51
HLT Health | -58.51
SWM Solid Waste Management | -5.51
SWM Solid Waste Management | -5.51
PWE Public Works Engineering | -12.51
PWE Public Works Engineering | -8.51
SWM Solid Waste Management | -7.51
PWE Public Works Engineering | -5.51
PWE Public Works Engineering | -1.04
PWE Public Works Engineering | -28.51
SWM Solid Waste Management | -12.51
NS Neighborhood Services | -178.52
PWE Public Works Engineering | -8.52
PWE Public Works Engineering | -8.52
SWM Solid Waste Management | -2.52
SWM Solid Waste Management | -7.52
HLT Health | -58.52
PWE Public Works Engineering | -5.52
PM Parking Management | -13.53
SWM Solid Waste Management | -8.53
PWE Public Works Engineering | -13.09
SWM Solid Waste Management | -2.53
PWE Public Works Engineering | -1.74
PM Parking Management | -12.98
PWE Public Works Engineering | -2.99
SWM Solid Waste Management | -12.53
PWE Public Works Engineering | -12.94
PWE Public Works Engineering | -0.77
SWM Solid Waste Management | -8.53
PWE Public Works Engineering | -12.53
PWE Public Works Engineering | -10.73
PR Parks and Recreation | -41.31
PWE Public Works Engineering | -39.76
SWM Solid Waste Management | -2.53
SWM Solid Waste Management | -12.53
NS Neighborhood Services | -178.53
SWM Solid Waste Management | -4.53
SWM Solid Waste Management | -5.19
NS Neighborhood Services | -178.53
PWE Public Works Engineering | -5.53
NS Neighborhood Services | -178.53
PWE Public Works Engineering | -18.54
SWM Solid Waste Management | -2.98
NS Neighborhood Services | -178.54
PWE Public Works Engineering | -18.54
NS Neighborhood Services | -178.54
NS Neighborhood Services | -178.54
PR Parks and Recreation | -9.18
NS Neighborhood Services | -178.54
NS Neighborhood Services | -178.54
SWM Solid Waste Management | -7.54
NS Neighborhood Services | -178.54
SWM Solid Waste Management | -9.26
SWM Solid Waste Management | -8.54
NS Neighborhood Services | -178.54
PWE Public Works Engineering | -34.32
NS Neighborhood Services | -178.54
PWE Public Works Engineering | -13.96
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -29.86
NS Neighborhood Services | -178.55
NS Neighborhood Services | -178.55
PWE Public Works Engineering | -8.55
PWE Public Works Engineering | -8.55
NS Neighborhood Services | -178.55
NS Neighborhood Services | -178.55
PWE Public Works Engineering | -30.00
NS Neighborhood Services | -178.55
PWE Public Works Engineering | -20.23
PWE Public Works Engineering | -8.55
PWE Public Works Engineering | -8.55
NS Neighborhood Services | -178.55
NS Neighborhood Services | -178.55
NS Neighborhood Services | -178.55
PWE Public Works Engineering | -8.55
NS Neighborhood Services | -178.55
SWM Solid Waste Management | -8.16
SWM Solid Waste Management | -4.55
SWM Solid Waste Management | -7.55
NS Neighborhood Services | -178.55
NS Neighborhood Services | -178.55
PWE Public Works Engineering | -14.79
PWE Public Works Engineering | -13.16
NS Neighborhood Services | -178.56
PWE Public Works Engineering | -8.56
PWE Public Works Engineering | -13.08
NS Neighborhood Services | -178.56
NS Neighborhood Services | -178.56
PWE Public Works Engineering | -178.56
PWE Public Works Engineering | -14.78
SWM Solid Waste Management | -28.56
SWM Solid Waste Management | -8.56
SWM Solid Waste Management | -7.56
PWE Public Works Engineering | -1.20
SWM Solid Waste Management | -7.57
NS Neighborhood Services | -28.57
PWE Public Works Engineering | -29.23
PWE Public Works Engineering | -178.57
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -13.26
PWE Public Works Engineering | -2.99
SWM Solid Waste Management | -2.57
SWM Solid Waste Management | -8.57
SWM Solid Waste Management | -4.57
PWE Public Works Engineering | -1.19
PWE Public Works Engineering | 0.42
PWE Public Works Engineering | -14.80
PWE Public Works Engineering | -18.58
PWE Public Works Engineering | -12.58
SWM Solid Waste Management | -5.58
PWE Public Works Engineering | -39.24
PWE Public Works Engineering | -29.91
PWE Public Works Engineering | -8.58
PM Parking Management | -12.58
PWE Public Works Engineering | -13.66
PWE Public Works Engineering | -33.58
PWE Public Works Engineering | -13.19
PWE Public Works Engineering | -0.16
PWE Public Works Engineering | -13.35
PWE Public Works Engineering | -2.98
SWM Solid Waste Management | -7.58
PWE Public Works Engineering | -13.66
SWM Solid Waste Management | -4.58
PWE Public Works Engineering | -8.58
SWM Solid Waste Management | -28.58
SWM Solid Waste Management | -12.58
PWE Public Works Engineering | -13.19
PWE Public Works Engineering | -8.58
SWM Solid Waste Management | -12.58
PWE Public Works Engineering | -33.58
NS Neighborhood Services | -178.59
PWE Public Works Engineering | -13.19
PWE Public Works Engineering | 0.43
PWE Public Works Engineering | -12.59
SWM Solid Waste Management | -28.59
PWE Public Works Engineering | -0.18
PWE Public Works Engineering | -8.59
SWM Solid Waste Management | -7.59
311 HelpLine | -2.49
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -23.59
PWE Public Works Engineering | -12.59
NS Neighborhood Services | -178.59
PWE Public Works Engineering | -13.21
PR Parks and Recreation | -179.35
SWM Solid Waste Management | -28.59
PWE Public Works Engineering | -14.82
PWE Public Works Engineering | -14.90
PWE Public Works Engineering | -12.59
PR Parks and Recreation | -41.97
SWM Solid Waste Management | -8.59
PWE Public Works Engineering | -8.59
PWE Public Works Engineering | 0.40
PWE Public Works Engineering | -2.99
SWM Solid Waste Management | -3.04
NS Neighborhood Services | -28.60
PWE Public Works Engineering | -178.60
PWE Public Works Engineering | -1.22
311 HelpLine | -2.71
NS Neighborhood Services | -178.60
PWE Public Works Engineering | -5.60
NS Neighborhood Services | -178.60
PM Parking Management | -13.60
SWM Solid Waste Management | -2.60
SWM Solid Waste Management | -5.13
NS Neighborhood Services | -178.60
SWM Solid Waste Management | -2.60
PWE Public Works Engineering | -29.90
PWE Public Works Engineering | -8.60
PWE Public Works Engineering | -13.68
SWM Solid Waste Management | -4.60
SWM Solid Waste Management | -2.60
NS Neighborhood Services | -178.60
PR Parks and Recreation | -179.37
PWE Public Works Engineering | -1.15
SWM Solid Waste Management | -4.84
PWE Public Works Engineering | -0.24
SWM Solid Waste Management | -7.25
PWE Public Works Engineering | -38.61
SWM Solid Waste Management | -29.13
PWE Public Works Engineering | -1.24
SWM Solid Waste Management | -9.00
PWE Public Works Engineering | -8.61
PWE Public Works Engineering | -8.61
SWM Solid Waste Management | -9.98
PWE Public Works Engineering | -178.61
NS Neighborhood Services | -178.61
PWE Public Works Engineering | -1.13
PWE Public Works Engineering | -2.94
PWE Public Works Engineering | -0.10
PR Parks and Recreation | -178.62
PWE Public Works Engineering | -58.62
PR Parks and Recreation | -178.62
PWE Public Works Engineering | -8.62
PWE Public Works Engineering | -13.22
SWM Solid Waste Management | -13.35
SWM Solid Waste Management | -7.25
SWM Solid Waste Management | -12.62
PR Parks and Recreation | -178.62
PWE Public Works Engineering | -8.62
