DEPARTMENT | OVERDUE
PWE Public Works Engineering | -173.21
PWE Public Works Engineering | -1.17
PWE Public Works Engineering | -5.90
PWE Public Works Engineering | -19.15
PWE Public Works Engineering | -14.30
PWE Public Works Engineering | -14.41
PWE Public Works Engineering | -2.25
PWE Public Works Engineering | -2.69
SWM Solid Waste Management | -2.47
PWE Public Works Engineering | -5.91
PWE Public Works Engineering | -15.05
PWE Public Works Engineering | -2.38
SWM Solid Waste Management | -4.79
SWM Solid Waste Management | -6.07
PWE Public Works Engineering | -6.57
SWM Solid Waste Management | -9.36
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -0.32
NS Neighborhood Services | -21.67
NS Neighborhood Services | -171.68
PWE Public Works Engineering | -29.96
PWE Public Works Engineering | -9.92
SWM Solid Waste Management | -1.68
PWE Public Works Engineering | -0.21
PWE Public Works Engineering | -14.95
311 HelpLine | -2.93
PWE Public Works Engineering | -20.37
PWE Public Works Engineering | -14.36
PWE Public Works Engineering | -2.95
PWE Public Works Engineering | -0.22
PWE Public Works Engineering | -14.96
311 HelpLine | -2.93
NS Neighborhood Services | -175.16
PWE Public Works Engineering | -1.28
SWM Solid Waste Management | -6.98
SWM Solid Waste Management | -3.02
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -2.91
PWE Public Works Engineering | -25.46
PR Parks and Recreation | -171.70
PWE Public Works Engineering | -39.28
PWE Public Works Engineering | 1.76
PR Parks and Recreation | -173.41
PWE Public Works Engineering | -1.71
PWE Public Works Engineering | -1.16
PWE Public Works Engineering | -1.71
PWE Public Works Engineering | -6.38
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -5.96
PWE Public Works Engineering | -13.30
PWE Public Works Engineering | -23.37
PWE Public Works Engineering | -9.97
NS Neighborhood Services | -171.73
PWE Public Works Engineering | -2.81
PWE Public Works Engineering | -34.45
NS Neighborhood Services | -21.73
PWE Public Works Engineering | -9.97
PWE Public Works Engineering | -9.97
PWE Public Works Engineering | -0.39
NS Neighborhood Services | -174.38
NS Neighborhood Services | -171.74
SWM Solid Waste Management | -22.52
PM Parking Management | -5.74
PWE Public Works Engineering | -39.46
SWM Solid Waste Management | -24.40
PWE Public Works Engineering | -14.46
SWM Solid Waste Management | -2.91
PWE Public Works Engineering | -1.76
PWE Public Works Engineering | -6.75
PWE Public Works Engineering | -1.76
PWE Public Works Engineering | -1.76
PWE Public Works Engineering | -1.76
PWE Public Works Engineering | -39.50
PWE Public Works Engineering | -14.52
PWE Public Works Engineering | -5.77
PM Parking Management | -12.42
Finance | -81.77
PWE Public Works Engineering | -9.53
SWM Solid Waste Management | -9.23
PWE Public Works Engineering | -13.22
PWE Public Works Engineering | -1.79
NS Neighborhood Services | -175.28
PWE Public Works Engineering | -51.79
PWE Public Works Engineering | -8.28
NS Neighborhood Services | -173.41
PWE Public Works Engineering | -173.35
SWM Solid Waste Management | -9.38
PWE Public Works Engineering | -21.81
PWE Public Works Engineering | -5.82
PWE Public Works Engineering | -51.82
NS Neighborhood Services | -172.44
NS Neighborhood Services | -21.84
NS Neighborhood Services | -180.00
NS Neighborhood Services | -171.84
NS Neighborhood Services | -171.84
PR Parks and Recreation | -5.85
PR Parks and Recreation | -171.85
PR Parks and Recreation | -13.51
SWM Solid Waste Management | -7.00
PWE Public Works Engineering | -2.59
SWM Solid Waste Management | -2.29
PWE Public Works Engineering | -1.85
PWE Public Works Engineering | -1.85
PWE Public Works Engineering | -1.85
SWM Solid Waste Management | -4.29
SWM Solid Waste Management | -1.86
PWE Public Works Engineering | -5.87
PWE Public Works Engineering | -10.11
PWE Public Works Engineering | -5.87
PWE Public Works Engineering | -1.53
NS Neighborhood Services | -171.87
PWE Public Works Engineering | -21.87
PWE Public Works Engineering | -9.62
PWE Public Works Engineering | -5.01
PWE Public Works Engineering | -6.57
PWE Public Works Engineering | -0.41
PWE Public Works Engineering | -5.49
PWE Public Works Engineering | -2.48
PWE Public Works Engineering | -6.12
PWE Public Works Engineering | -41.33
PWE Public Works Engineering | -3.35
PWE Public Works Engineering | -0.90
PWE Public Works Engineering | -0.75
PWE Public Works Engineering | -34.87
PWE Public Works Engineering | -5.72
NS Neighborhood Services | -22.16
PWE Public Works Engineering | -175.84
PM Parking Management | -14.48
PWE Public Works Engineering | -39.78
PWE Public Works Engineering | -1.77
SWM Solid Waste Management | -3.51
PWE Public Works Engineering | -2.19
SWM Solid Waste Management | -8.60
SWM Solid Waste Management | -3.53
PWE Public Works Engineering | -34.73
PWE Public Works Engineering | -39.85
PWE Public Works Engineering | -2.91
PWE Public Works Engineering | -8.88
PWE Public Works Engineering | -10.44
PWE Public Works Engineering | -2.94
PWE Public Works Engineering | -9.80
PWE Public Works Engineering | -1.59
PWE Public Works Engineering | -26.45
SWM Solid Waste Management | -3.55
PWE Public Works Engineering | -3.46
PR Parks and Recreation | -12.72
PWE Public Works Engineering | -23.00
PWE Public Works Engineering | -17.22
PWE Public Works Engineering | -0.79
Finance | -82.23
PWE Public Works Engineering | -2.85
PWE Public Works Engineering | -1.81
PWE Public Works Engineering | -39.91
SWM Solid Waste Management | -10.96
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | -2.83
PWE Public Works Engineering | -2.83
PWE Public Works Engineering | -2.77
PWE Public Works Engineering | -22.23
SWM Solid Waste Management | -3.25
PWE Public Works Engineering | -22.23
PWE Public Works Engineering | -2.87
PWE Public Works Engineering | -15.69
PWE Public Works Engineering | -0.78
PWE Public Works Engineering | -0.71
PWE Public Works Engineering | -2.77
PWE Public Works Engineering | -1.92
PWE Public Works Engineering | -9.84
PWE Public Works Engineering | -0.73
SWM Solid Waste Management | -3.25
PWE Public Works Engineering | -35.91
PWE Public Works Engineering | -39.97
SWM Solid Waste Management | -3.57
PWE Public Works Engineering | -39.90
SWM Solid Waste Management | -1.72
PWE Public Works Engineering | -29.93
SWM Solid Waste Management | -3.57
PWE Public Works Engineering | -0.94
PWE Public Works Engineering | -0.82
PWE Public Works Engineering | -39.80
PWE Public Works Engineering | -23.71
PWE Public Works Engineering | -14.89
SWM Solid Waste Management | -10.74
SWM Solid Waste Management | -2.24
SWM Solid Waste Management | -22.24
PWE Public Works Engineering | -36.06
SWM Solid Waste Management | -24.92
SWM Solid Waste Management | -22.24
NS Neighborhood Services | -172.25
PWE Public Works Engineering | -6.73
SWM Solid Waste Management | -29.64
SWM Solid Waste Management | -2.25
311 HelpLine | -25.62
PWE Public Works Engineering | -0.74
NS Neighborhood Services | -172.25
PWE Public Works Engineering | -0.84
PWE Public Works Engineering | -5.76
PWE Public Works Engineering | -22.25
PWE Public Works Engineering | -6.25
PWE Public Works Engineering | -13.91
PWE Public Works Engineering | -34.78
SWM Solid Waste Management | -4.79
PWE Public Works Engineering | -1.93
PWE Public Works Engineering | -6.88
SWM Solid Waste Management | -13.97
PWE Public Works Engineering | -10.49
PWE Public Works Engineering | -10.49
PWE Public Works Engineering | -2.25
SWM Solid Waste Management | -3.69
NS Neighborhood Services | -172.25
PWE Public Works Engineering | -34.93
PWE Public Works Engineering | -2.91
SWM Solid Waste Management | -10.75
SWM Solid Waste Management | -10.97
PWE Public Works Engineering | -2.87
PWE Public Works Engineering | 2.50
SWM Solid Waste Management | -2.06
PWE Public Works Engineering | -6.26
SWM Solid Waste Management | -12.72
SWM Solid Waste Management | -3.26
SWM Solid Waste Management | -10.80
SWM Solid Waste Management | -10.83
PWE Public Works Engineering | -34.79
SWM Solid Waste Management | -10.75
PWE Public Works Engineering | -5.82
PWE Public Works Engineering | -26.50
PWE Public Works Engineering | -2.97
PWE Public Works Engineering | -39.83
PWE Public Works Engineering | -10.50
NS Neighborhood Services | -172.27
NS Neighborhood Services | -172.27
PWE Public Works Engineering | -34.83
NS Neighborhood Services | -172.27
NS Neighborhood Services | -172.27
PWE Public Works Engineering | -1.76
SWM Solid Waste Management | 0.38
PWE Public Works Engineering | -10.94
NS Neighborhood Services | -172.27
HLT Health | -52.27
PR Parks and Recreation | -5.79
SWM Solid Waste Management | -2.63
NS Neighborhood Services | -174.90
NS Neighborhood Services | -172.27
PWE Public Works Engineering | -2.98
PWE Public Works Engineering | 2.05
PWE Public Works Engineering | -6.84
PWE Public Works Engineering | -175.95
PWE Public Works Engineering | -10.03
PWE Public Works Engineering | -14.92
PWE Public Works Engineering | -31.52
PWE Public Works Engineering | -12.28
PWE Public Works Engineering | -15.73
PWE Public Works Engineering | -14.97
NS Neighborhood Services | -172.28
PWE Public Works Engineering | -0.80
SWM Solid Waste Management | -2.28
PWE Public Works Engineering | -2.28
NS Neighborhood Services | -172.28
PWE Public Works Engineering | -39.83
PWE Public Works Engineering | -29.93
PWE Public Works Engineering | -10.52
SWM Solid Waste Management | -5.74
SWM Solid Waste Management | -6.28
PWE Public Works Engineering | 6.72
PWE Public Works Engineering | -24.89
PWE Public Works Engineering | -2.92
PWE Public Works Engineering | -6.99
PWE Public Works Engineering | -24.00
SWM Solid Waste Management | -3.62
SWM Solid Waste Management | -5.02
NS Neighborhood Services | -172.29
PWE Public Works Engineering | -2.87
SWM Solid Waste Management | -6.29
SWM Solid Waste Management | -5.96
PWE Public Works Engineering | -29.03
PWE Public Works Engineering | -13.64
NS Neighborhood Services | -172.29
PWE Public Works Engineering | -15.92
NS Neighborhood Services | -172.29
NS Neighborhood Services | -172.29
PWE Public Works Engineering | -14.86
PWE Public Works Engineering | -34.80
SWM Solid Waste Management | -2.09
PWE Public Works Engineering | -2.29
NS Neighborhood Services | -172.29
PWE Public Works Engineering | -9.86
PWE Public Works Engineering | -3.53
SWM Solid Waste Management | -2.29
PWE Public Works Engineering | -6.29
PR Parks and Recreation | -8.97
SWM Solid Waste Management | -3.63
SWM Solid Waste Management | -9.86
SWM Solid Waste Management | -5.78
SWM Solid Waste Management | -2.30
PWE Public Works Engineering | -2.30
PWE Public Works Engineering | -6.30
NS Neighborhood Services | -172.30
PWE Public Works Engineering | -3.30
PWE Public Works Engineering | -6.30
NS Neighborhood Services | -172.30
PWE Public Works Engineering | -20.01
PWE Public Works Engineering | -14.00
PWE Public Works Engineering | -10.54
SWM Solid Waste Management | -8.73
PR Parks and Recreation | -37.30
NS Neighborhood Services | -172.30
SWM Solid Waste Management | -8.76
SWM Solid Waste Management | -10.84
SWM Solid Waste Management | -3.30
PWE Public Works Engineering | -1.87
NS Neighborhood Services | -172.31
PWE Public Works Engineering | -10.54
PWE Public Works Engineering | -22.31
NS Neighborhood Services | -172.31
SWM Solid Waste Management | -1.01
NS Neighborhood Services | -172.31
SWM Solid Waste Management | -5.97
PWE Public Works Engineering | -8.02
SWM Solid Waste Management | 0.19
NS Neighborhood Services | -172.31
NS Neighborhood Services | -172.31
PWE Public Works Engineering | -2.73
SWM Solid Waste Management | -22.31
PWE Public Works Engineering | -19.73
PWE Public Works Engineering | -10.55
SWM Solid Waste Management | -5.83
NS Neighborhood Services | -172.31
SWM Solid Waste Management | -6.00
SWM Solid Waste Management | -10.05
PWE Public Works Engineering | -29.97
SWM Solid Waste Management | -5.98
PWE Public Works Engineering | -13.76
PWE Public Works Engineering | -2.88
NS Neighborhood Services | -22.31
PWE Public Works Engineering | -2.94
PWE Public Works Engineering | -39.74
PWE Public Works Engineering | -3.55
SWM Solid Waste Management | -6.31
SWM Solid Waste Management | -12.85
NS Neighborhood Services | -172.32
PWE Public Works Engineering | 2.44
PWE Public Works Engineering | -2.32
PR Parks and Recreation | -172.32
PWE Public Works Engineering | -6.83
PWE Public Works Engineering | -180.00
PWE Public Works Engineering | -29.97
HLT Health | -52.32
SWM Solid Waste Management | 0.16
NS Neighborhood Services | -172.94
PWE Public Works Engineering | -34.72
PWE Public Works Engineering | -10.56
PWE Public Works Engineering | 6.70
PWE Public Works Engineering | -6.80
PWE Public Works Engineering | -0.76
NS Neighborhood Services | -172.32
NS Neighborhood Services | -172.32
SWM Solid Waste Management | -3.66
PWE Public Works Engineering | -13.97
PWE Public Works Engineering | -9.94
SWM Solid Waste Management | -10.86
NS Neighborhood Services | -172.32
PWE Public Works Engineering | -6.33
PWE Public Works Engineering | -26.57
PWE Public Works Engineering | -2.89
SWM Solid Waste Management | -6.89
PWE Public Works Engineering | -1.69
PWE Public Works Engineering | -9.97
NS Neighborhood Services | -172.33
SWM Solid Waste Management | -8.74
NS Neighborhood Services | -172.33
PWE Public Works Engineering | -10.57
PWE Public Works Engineering | -175.99
PWE Public Works Engineering | -19.75
SWM Solid Waste Management | -3.66
PWE Public Works Engineering | -13.91
PWE Public Works Engineering | -13.88
PWE Public Works Engineering | -14.92
SWM Solid Waste Management | -8.75
PWE Public Works Engineering | -1.89
PWE Public Works Engineering | -39.82
PR Parks and Recreation | -9.00
PWE Public Works Engineering | -17.33
PR Parks and Recreation | -172.33
PWE Public Works Engineering | -1.78
HLT Health | -52.33
PWE Public Works Engineering | 2.43
PWE Public Works Engineering | -2.88
NS Neighborhood Services | -172.33
PWE Public Works Engineering | -12.33
PWE Public Works Engineering | -2.33
PWE Public Works Engineering | -22.33
PWE Public Works Engineering | -2.99
NS Neighborhood Services | -22.34
NS Neighborhood Services | -172.34
PM Parking Management | -14.64
NS Neighborhood Services | -172.34
PWE Public Works Engineering | -3.00
NS Neighborhood Services | -172.34
PWE Public Works Engineering | -14.90
PWE Public Works Engineering | -2.34
NS Neighborhood Services | -29.91
SWM Solid Waste Management | -1.86
PWE Public Works Engineering | -8.81
SWM Solid Waste Management | -28.86
SWM Solid Waste Management | -3.67
SWM Solid Waste Management | -3.78
PWE Public Works Engineering | -14.90
PWE Public Works Engineering | -56.58
PWE Public Works Engineering | -14.95
PWE Public Works Engineering | -2.34
NS Neighborhood Services | -172.34
PR Parks and Recreation | -172.34
SWM Solid Waste Management | -3.67
SWM Solid Waste Management | -4.14
SWM Solid Waste Management | 0.30
PWE Public Works Engineering | -2.34
NS Neighborhood Services | -172.34
SWM Solid Waste Management | -10.11
SWM Solid Waste Management | -8.76
SWM Solid Waste Management | -10.00
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -2.34
PWE Public Works Engineering | -0.89
SWM Solid Waste Management | 0.15
NS Neighborhood Services | -172.35
PWE Public Works Engineering | -2.35
SWM Solid Waste Management | -5.78
SWM Solid Waste Management | -9.86
PWE Public Works Engineering | 2.41
SWM Solid Waste Management | -5.85
NS Neighborhood Services | -172.35
NS Neighborhood Services | -172.35
PWE Public Works Engineering | -3.59
SWM Solid Waste Management | -2.35
PR Parks and Recreation | -37.35
PWE Public Works Engineering | -22.35
PWE Public Works Engineering | -13.86
SWM Solid Waste Management | -6.88
SWM Solid Waste Management | -8.78
PM Parking Management | -13.18
PWE Public Works Engineering | -6.59
PWE Public Works Engineering | -0.86
SWM Solid Waste Management | -3.68
PWE Public Works Engineering | -2.35
SWM Solid Waste Management | -6.02
NS Neighborhood Services | -172.35
PWE Public Works Engineering | -3.00
SWM Solid Waste Management | -2.35
NS Neighborhood Services | -29.88
NS Neighborhood Services | -172.36
PR Parks and Recreation | -172.36
PWE Public Works Engineering | -6.89
NS Neighborhood Services | -172.36
PWE Public Works Engineering | -29.92
NS Neighborhood Services | -172.36
PWE Public Works Engineering | -14.96
SWM Solid Waste Management | -20.00
PWE Public Works Engineering | -179.07
PWE Public Works Engineering | -26.06
SWM Solid Waste Management | -2.81
PWE Public Works Engineering | -0.92
PWE Public Works Engineering | 2.40
PWE Public Works Engineering | -2.36
SWM Solid Waste Management | -9.87
PWE Public Works Engineering | -13.93
PWE Public Works Engineering | -2.11
PR Parks and Recreation | -172.36
PWE Public Works Engineering | -14.94
PWE Public Works Engineering | -13.79
PWE Public Works Engineering | -0.86
PWE Public Works Engineering | -15.76
SWM Solid Waste Management | -2.78
PWE Public Works Engineering | -16.61
PWE Public Works Engineering | 1.39
SWM Solid Waste Management | -2.82
SWM Solid Waste Management | -3.70
PWE Public Works Engineering | -27.37
PWE Public Works Engineering | -2.76
SWM Solid Waste Management | -22.37
SWM Solid Waste Management | -2.37
PWE Public Works Engineering | -13.40
PWE Public Works Engineering | -16.61
PWE Public Works Engineering | -5.93
PWE Public Works Engineering | -22.37
Finance | -82.37
SWM Solid Waste Management | -2.17
SWM Solid Waste Management | -22.37
SWM Solid Waste Management | -2.82
PWE Public Works Engineering | 1.39
PR Parks and Recreation | -172.37
PM Parking Management | -12.95
PWE Public Works Engineering | -2.37
PWE Public Works Engineering | -2.37
SWM Solid Waste Management | -3.71
PWE Public Works Engineering | -14.92
SWM Solid Waste Management | -3.71
SWM Solid Waste Management | -3.38
SWM Solid Waste Management | -1.83
PWE Public Works Engineering | -13.86
PWE Public Works Engineering | -175.10
PR Parks and Recreation | -172.38
SWM Solid Waste Management | -2.83
SWM Solid Waste Management | -6.08
PWE Public Works Engineering | -27.38
PWE Public Works Engineering | -13.86
SWM Solid Waste Management | -12.75
PWE Public Works Engineering | -34.92
PWE Public Works Engineering | -3.62
NS Neighborhood Services | -172.38
PWE Public Works Engineering | -10.62
PWE Public Works Engineering | -27.38
PWE Public Works Engineering | -0.88
SWM Solid Waste Management | -24.96
SWM Solid Waste Management | 0.62
PWE Public Works Engineering | -1.84
PWE Public Works Engineering | -1.90
PWE Public Works Engineering | -14.95
PR Parks and Recreation | -179.03
PWE Public Works Engineering | -16.62
PM Parking Management | -10.17
PM Parking Management | -12.95
NS Neighborhood Services | -172.39
PM Parking Management | -12.97
SWM Solid Waste Management | -2.39
PWE Public Works Engineering | -2.93
PR Parks and Recreation | -41.90
Finance | -82.39
SWM Solid Waste Management | -23.17
NS Neighborhood Services | -172.39
PR Parks and Recreation | -6.03
NS Neighborhood Services | -172.39
NS Neighborhood Services | -172.39
NS Neighborhood Services | -172.39
PM Parking Management | -13.17
PWE Public Works Engineering | -2.97
PWE Public Works Engineering | -6.39
PWE Public Works Engineering | -6.63
PR Parks and Recreation | -176.13
311 HelpLine | -41.13
PWE Public Works Engineering | -10.63
311 HelpLine | -25.79
PWE Public Works Engineering | -20.10
NS Neighborhood Services | -172.39
PWE Public Works Engineering | -3.63
NS Neighborhood Services | -172.39
PWE Public Works Engineering | -172.39
SWM Solid Waste Management | -2.20
Finance | -82.39
PWE Public Works Engineering | -2.39
PWE Public Works Engineering | -10.63
SWM Solid Waste Management | -1.87
PWE Public Works Engineering | -10.64
PWE Public Works Engineering | -9.94
PWE Public Works Engineering | -16.89
PWE Public Works Engineering | -1.18
NS Neighborhood Services | -172.40
Finance | -82.40
PWE Public Works Engineering | -6.40
PWE Public Works Engineering | -13.75
SWM Solid Waste Management | -3.73
SWM Solid Waste Management | -8.82
NS Neighborhood Services | -172.40
PWE Public Works Engineering | -14.16
PR Parks and Recreation | -172.40
PWE Public Works Engineering | -25.83
Finance | -82.40
PWE Public Works Engineering | -3.64
PWE Public Works Engineering | -0.92
PWE Public Works Engineering | -2.85
PWE Public Works Engineering | -14.97
NS Neighborhood Services | -172.40
SWM Solid Waste Management | -6.40
PWE Public Works Engineering | -9.94
PWE Public Works Engineering | -3.64
PWE Public Works Engineering | -10.64
PR Parks and Recreation | -172.41
SWM Solid Waste Management | -9.91
PWE Public Works Engineering | -39.95
SWM Solid Waste Management | -6.41
SWM Solid Waste Management | -15.19
PR Parks and Recreation | -172.41
PWE Public Works Engineering | -0.80
PM Parking Management | -12.99
PWE Public Works Engineering | -36.65
PWE Public Works Engineering | -0.87
SWM Solid Waste Management | -6.41
PWE Public Works Engineering | -10.65
SWM Solid Waste Management | -5.91
PM Parking Management | -12.98
PWE Public Works Engineering | -6.97
NS Neighborhood Services | -22.41
SWM Solid Waste Management | -1.87
Finance | -82.41
PWE Public Works Engineering | -2.86
SWM Solid Waste Management | -2.41
SWM Solid Waste Management | -6.41
PWE Public Works Engineering | -0.91
SWM Solid Waste Management | -9.86
PWE Public Works Engineering | -2.91
SWM Solid Waste Management | -2.84
PWE Public Works Engineering | -22.42
PWE Public Works Engineering | -5.98
SWM Solid Waste Management | -9.82
PWE Public Works Engineering | -10.01
PWE Public Works Engineering | -2.99
PWE Public Works Engineering | -10.66
Finance | -82.42
PR Parks and Recreation | -176.16
SWM Solid Waste Management | -6.92
PWE Public Works Engineering | -0.90
PWE Public Works Engineering | -13.96
PWE Public Works Engineering | -31.66
PWE Public Works Engineering | -1.89
PWE Public Works Engineering | -2.43
PWE Public Works Engineering | -3.67
PWE Public Works Engineering | -1.98
PWE Public Works Engineering | 2.34
PWE Public Works Engineering | -1.96
PWE Public Works Engineering | -31.67
NS Neighborhood Services | -172.43
NS Neighborhood Services | -172.43
PWE Public Works Engineering | -20.11
PWE Public Works Engineering | -27.53
SWM Solid Waste Management | -1.25
PWE Public Works Engineering | -0.91
SWM Solid Waste Management | -28.83
OIG Office of Inspector General | -2.12
SWM Solid Waste Management | -9.23
SWM Solid Waste Management | -28.96
PWE Public Works Engineering | -0.97
SWM Solid Waste Management | -6.96
PWE Public Works Engineering | -13.92
NS Neighborhood Services | -22.44
PWE Public Works Engineering | -3.68
SWM Solid Waste Management | -9.18
SWM Solid Waste Management | -2.86
PWE Public Works Engineering | -24.87
HLT Health | -52.44
NS Neighborhood Services | -22.44
PWE Public Works Engineering | -14.93
PWE Public Works Engineering | -1.98
SWM Solid Waste Management | -25.03
PWE Public Works Engineering | -2.44
PWE Public Works Engineering | -16.68
SWM Solid Waste Management | -3.78
NS Neighborhood Services | -22.45
NS Neighborhood Services | -172.45
SWM Solid Waste Management | 1.55
SWM Solid Waste Management | -12.93
PWE Public Works Engineering | -6.00
PWE Public Works Engineering | -10.86
SWM Solid Waste Management | -3.45
PWE Public Works Engineering | -10.69
SWM Solid Waste Management | -9.85
PWE Public Works Engineering | -3.69
SWM Solid Waste Management | -7.00
SWM Solid Waste Management | -5.16
PWE Public Works Engineering | -29.93
PWE Public Works Engineering | -10.14
PWE Public Works Engineering | -14.88
PM Parking Management | -13.03
PWE Public Works Engineering | 1.30
PR Parks and Recreation | -172.46
PWE Public Works Engineering | -3.70
PWE Public Works Engineering | -3.70
NS Neighborhood Services | -172.46
NS Neighborhood Services | -172.46
PWE Public Works Engineering | -34.88
SWM Solid Waste Management | 0.06
PWE Public Works Engineering | -10.70
PWE Public Works Engineering | -10.70
PWE Public Works Engineering | -39.84
PWE Public Works Engineering | -180.00
NS Neighborhood Services | -172.46
PWE Public Works Engineering | -39.84
PWE Public Works Engineering | -2.89
PWE Public Works Engineering | -32.47
SWM Solid Waste Management | -5.87
NS Neighborhood Services | -172.47
PWE Public Works Engineering | -19.91
SWM Solid Waste Management | -3.80
SWM Solid Waste Management | -22.47
PWE Public Works Engineering | 2.29
SWM Solid Waste Management | -4.90
SWM Solid Waste Management | -9.87
NS Neighborhood Services | -22.47
PWE Public Works Engineering | 1.29
NS Neighborhood Services | -172.47
SWM Solid Waste Management | -9.88
PWE Public Works Engineering | -1.97
SWM Solid Waste Management | -2.47
PWE Public Works Engineering | -13.53
PWE Public Works Engineering | -6.02
SWM Solid Waste Management | 0.05
Finance | -82.48
PWE Public Works Engineering | 1.28
PWE Public Works Engineering | 3.89
PWE Public Works Engineering | -10.72
PWE Public Works Engineering | -2.48
SWM Solid Waste Management | -3.81
SWM Solid Waste Management | -6.48
NS Neighborhood Services | -173.09
PWE Public Works Engineering | -34.24
PWE Public Works Engineering | -2.88
SWM Solid Waste Management | -9.15
SWM Solid Waste Management | -2.89
PWE Public Works Engineering | 2.28
PWE Public Works Engineering | -7.72
PWE Public Works Engineering | -16.72
SWM Solid Waste Management | -9.15
NS Neighborhood Services | -172.48
SWM Solid Waste Management | -8.92
PWE Public Works Engineering | -6.04
SWM Solid Waste Management | -22.49
SWM Solid Waste Management | -3.49
PR Parks and Recreation | -174.20
311 HelpLine | -2.62
SWM Solid Waste Management | -22.49
NS Neighborhood Services | -29.99
SWM Solid Waste Management | -3.82
PWE Public Works Engineering | 1.27
SWM Solid Waste Management | -5.97
SWM Solid Waste Management | -6.49
PR Parks and Recreation | -172.49
PWE Public Works Engineering | -1.87
PWE Public Works Engineering | -10.73
PWE Public Works Engineering | -29.24
PWE Public Works Engineering | -6.49
NS Neighborhood Services | -172.49
PWE Public Works Engineering | -15.94
SWM Solid Waste Management | -12.90
SWM Solid Waste Management | 0.02
PWE Public Works Engineering | -6.97
SWM Solid Waste Management | -12.91
PR Parks and Recreation | -7.49
PWE Public Works Engineering | -172.49
SWM Solid Waste Management | 1.50
SWM Solid Waste Management | -2.50
SWM Solid Waste Management | -4.99
PWE Public Works Engineering | -52.50
PM Parking Management | -13.08
PWE Public Works Engineering | -26.21
PWE Public Works Engineering | -10.74
PWE Public Works Engineering | -10.74
NS Neighborhood Services | -22.50
PWE Public Works Engineering | -10.74
PWE Public Works Engineering | -10.74
SWM Solid Waste Management | -22.50
PWE Public Works Engineering | -10.74
SWM Solid Waste Management | -1.94
PWE Public Works Engineering | -25.11
PWE Public Works Engineering | -180.00
PR Parks and Recreation | -172.50
PR Parks and Recreation | -172.50
PWE Public Works Engineering | -1.21
SWM Solid Waste Management | -9.27
PWE Public Works Engineering | -10.74
PWE Public Works Engineering | -10.75
SWM Solid Waste Management | -2.96
Finance | -82.51
PWE Public Works Engineering | -14.97
PWE Public Works Engineering | -10.75
NS Neighborhood Services | -172.51
PWE Public Works Engineering | 0.23
PWE Public Works Engineering | -9.95
PWE Public Works Engineering | -2.51
SWM Solid Waste Management | -2.96
PWE Public Works Engineering | -36.75
SWM Solid Waste Management | -2.03
PWE Public Works Engineering | -175.19
SWM Solid Waste Management | -8.97
SWM Solid Waste Management | -18.97
PWE Public Works Engineering | -6.75
NS Neighborhood Services | -29.99
SWM Solid Waste Management | -8.93
SWM Solid Waste Management | -9.96
PWE Public Works Engineering | -3.75
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | 0.24
PWE Public Works Engineering | -6.07
PWE Public Works Engineering | -10.76
SWM Solid Waste Management | 0.48
PWE Public Works Engineering | 1.24
SWM Solid Waste Management | -2.18
PWE Public Works Engineering | -6.52
PWE Public Works Engineering | -13.93
SWM Solid Waste Management | -22.52
Finance | -82.52
PR Parks and Recreation | -13.11
PWE Public Works Engineering | -6.53
PWE Public Works Engineering | 1.23
PWE Public Works Engineering | -24.32
PWE Public Works Engineering | 2.23
NS Neighborhood Services | -172.53
NS Neighborhood Services | -172.53
NS Neighborhood Services | -172.53
PR Parks and Recreation | -179.23
PWE Public Works Engineering | -14.00
PWE Public Works Engineering | -6.53
PWE Public Works Engineering | -14.96
PWE Public Works Engineering | -36.77
NS Neighborhood Services | -23.03
SWM Solid Waste Management | -2.53
PWE Public Works Engineering | -36.77
PWE Public Works Engineering | -15.18
PWE Public Works Engineering | -14.96
PR Parks and Recreation | -172.53
SWM Solid Waste Management | -3.03
Finance | -82.54
PWE Public Works Engineering | -1.92
PWE Public Works Engineering | -14.96
PR Parks and Recreation | -179.24
NS Neighborhood Services | -172.54
PWE Public Works Engineering | -10.78
SWM Solid Waste Management | -2.19
SWM Solid Waste Management | -1.24
PWE Public Works Engineering | -175.12
PWE Public Works Engineering | -2.54
PR Parks and Recreation | -172.54
Finance | -82.54
PWE Public Works Engineering | -14.97
PWE Public Works Engineering | -36.78
PWE Public Works Engineering | -5.70
NS Neighborhood Services | -172.54
NS Neighborhood Services | -172.54
PWE Public Works Engineering | -2.98
NS Neighborhood Services | -172.54
PWE Public Works Engineering | -3.00
PWE Public Works Engineering | -26.32
SWM Solid Waste Management | -2.54
NS Neighborhood Services | -172.54
SWM Solid Waste Management | -6.54
SWM Solid Waste Management | -9.94
SWM Solid Waste Management | -9.96
PWE Public Works Engineering | -10.78
PR Parks and Recreation | -172.54
SWM Solid Waste Management | -9.21
PWE Public Works Engineering | -2.55
SWM Solid Waste Management | -6.55
NS Neighborhood Services | -179.98
PWE Public Works Engineering | -10.14
PWE Public Works Engineering | -14.97
NS Neighborhood Services | -179.99
